raw_name,n,pct,cum_pct,mapped
TOWNSVILLE - AUSTRALIA,1,0.0,99.91,False
HAI DUUONG,1,0.0,99.91,False
PORT KLANG - MALAYSIA,1,0.0,99.91,False
LONG BEACH - USA,1,0.0,99.91,False
TNĐ - THUY NGUYEN,1,0.0,99.91,False
CHU LAI - QUANG NAM,1,0.0,99.91,False
"PUTIAN, CHINA",1,0.0,99.91,False
DARWIN AUSTRALIA,1,0.0,99.91,False
TNĐ HCB MÔNG DƯƠNG II,1,0.0,99.91,False
QUAN NINH,1,0.0,99.91,False
"TOKYO, JAPAN",1,0.0,99.91,False
SONG GIANG,1,0.0,99.91,False
"PORT KLANG, MALAYSIA",1,0.0,99.91,False
"LONG BEACH,  USA",1,0.0,99.91,False
"JEDDAH, SAUDI ARABIA",1,0.0,99.92,False
CANG NAM DINH,1,0.0,99.92,False
ABIDJAN (IVORY COAST),1,0.0,99.92,False
HOANG THÃH,1,0.0,99.92,False
CT CP CẢNG LONG AN,1,0.0,99.92,False
CANG TNĐ BLV,1,0.0,99.92,False
MNH DUC,1,0.0,99.92,False
CANG QUOC TE LONG SON,1,0.0,99.92,False
CÁT LỞ,1,0.0,99.92,False
MASSAWA,1,0.0,99.92,False
GEMALINK HO CHI MINH,1,0.0,99.92,False
CANG TCIT,1,0.0,99.92,False
CANG BOURBON TAY NINH,1,0.0,99.92,False
HO CHI MINHH,1,0.0,99.92,False
CẢNG LONG AN,1,0.0,99.92,False
PV.GAS - VNVTG,1,0.0,99.92,False
HUY  VAN,1,0.0,99.92,False
SSIT,1,0.0,99.92,False
VICT-HO CHI MINH,1,0.0,99.92,False
NOSSCO,1,0.0,99.92,False
PHONG PHU - THUY NGUYEN,1,0.0,99.92,False
CẦU MÁY CHAI,1,0.0,99.93,False
CANG CAI MEP TCIT,1,0.0,99.93,False
CANG CAM NGUYEN,1,0.0,99.93,False
CAU CONG VU - HICT,1,0.0,99.93,False
CANG HOANG TUAN-TAY NINH,1,0.0,99.93,False
DA ANNG,1,0.0,99.93,False
CANG HON LA,1,0.0,99.93,False
CAU CUU NAN,1,0.0,99.93,False
TTKV I,1,0.0,99.93,False
CANG CAT LAI,1,0.0,99.93,False
HOA PHAT HD,1,0.0,99.93,False
NM XM THANG LONG,1,0.0,99.93,False
BEN.HH HAI DUONG (HUY VAN),1,0.0,99.93,False
HA LONG - QUANG NINH,1,0.0,99.93,False
CAM NGUYEN-TAY NINH,1,0.0,99.93,False
CẢNG HÒA PHÁT,1,0.0,99.93,False
TÂN THUẬN ĐÔNG - HCM,1,0.0,99.93,False
CUA LO - NGHE AN,1,0.0,99.93,False
HON KHAI,1,0.0,99.93,False
NGHI SON - THANH HOA,1,0.0,99.93,False
TNĐ - QUANG NINH,1,0.0,99.93,False
QT SSA(SSIT),1,0.0,99.94,False
DT DONG HA,1,0.0,99.94,False
TAN THUAN DONG (HCM),1,0.0,99.94,False
AN LAO - HP,1,0.0,99.94,False
BTND SO 2 (KM6-QN),1,0.0,99.94,False
VIETSOV PETRO,1,0.0,99.94,False
CAN GIUOC - LONG AN,1,0.0,99.94,False
HOA PHAT (KM-HD),1,0.0,99.94,False
TH HOA PHAT,1,0.0,99.94,False
PHONG PHÚ,1,0.0,99.94,False
LACH HUYEN 2 VA QUAY LAI,1,0.0,99.94,False
CHAN MAY - HUE,1,0.0,99.94,False
HOA PHAT (HD),1,0.0,99.94,False
HOANG GIANG,1,0.0,99.94,False
THINH LONG,1,0.0,99.94,False
VANINO,1,0.0,99.94,False
GIA ĐỨC,1,0.0,99.94,False
LACH HUYEN 1 VA QUAY LAI,1,0.0,99.94,False
MOZAMBIQUE,1,0.0,99.94,False
BẮC SÔNG CẤM,1,0.0,99.94,False
TND SO 2 (CUM KM6),1,0.0,99.95,False
CAI MEP CTIT,1,0.0,99.95,False
CAM NGUYEN LA,1,0.0,99.95,False
CANG BOURBON BEN LUC,1,0.0,99.95,False
PHUC LOC-NINH BINH,1,0.0,99.95,False
PHU SON,1,0.0,99.95,False
HALDIA,1,0.0,99.95,False
DDIEN CONG,1,0.0,99.95,False
OPEN SEA (ORDER),1,0.0,99.95,False
CAN GIUOC-L.AN,1,0.0,99.95,False
COTE D'IVOIRE (IVORY COAST),1,0.0,99.95,False
GERMANY,1,0.0,99.95,False
GIA  DUC,1,0.0,99.95,False
CANG HD LONG SON,1,0.0,99.95,False
CAM PHA - Q.NINH,1,0.0,99.95,False
THAI BINH DUONG,1,0.0,99.95,False
CANG PV.GAS,1,0.0,99.95,False
TUY PHONG,1,0.0,99.95,False
DQUAT-BENPHAO,1,0.0,99.95,False
CANG CẨM PHẢ - QN,1,0.0,99.95,False
CANG CAI MEP - TCIT,1,0.0,99.95,False
CẢNG QT THỊ VẢI,1,0.0,99.96,False
PORT OF SPAIN,1,0.0,99.96,False
PHU LOC -NB,1,0.0,99.96,False
PHU LOC - NB,1,0.0,99.96,False
NGHI SON (T.HOA),1,0.0,99.96,False
ROMANIA,1,0.0,99.96,False
NGHI SON - T.H,1,0.0,99.96,False
CANG CAM PHA,1,0.0,99.96,False
HAI DOAN 129,1,0.0,99.96,False
QTE THI VAI,1,0.0,99.96,False
ĐA NANG,1,0.0,99.96,False
TIEN SA (DA NANG),1,0.0,99.96,False
DIEN DIEN,1,0.0,99.96,False
CANG TIEN SA (D.NANG),1,0.0,99.96,False
BALTIMORE - USA,1,0.0,99.96,False
CANG K20,1,0.0,99.96,False
QUANG NING,1,0.0,99.96,False
LIBYA,1,0.0,99.96,False
DONG XUYEN,1,0.0,99.96,False
ĐẮK LẮK,1,0.0,99.96,False
CANG GO DAU,1,0.0,99.96,False
CANG HOANG GIA,1,0.0,99.97,False
PHU THANH,1,0.0,99.97,False
CANG HON GAI - QN,1,0.0,99.97,False
ANG 128,1,0.0,99.97,False
THANH HUNG (TND HP),1,0.0,99.97,False
NHA MAY X82,1,0.0,99.97,False
CẢNG SƠN DƯƠNG,1,0.0,99.97,False
EQUATORIAL GUINEA,1,0.0,99.97,False
NM DT BA SON,1,0.0,99.97,False
P0 VA QUAY LAI DT HONG HA,1,0.0,99.97,False
TAY NINH - (CTY CP CANG L. AN),1,0.0,99.97,False
CHENNAI,1,0.0,99.97,False
TRUONG NGUYEN (TNĐ),1,0.0,99.97,False
BEN GOT VA QUAY LAI,1,0.0,99.97,False
NINH BINH(NĐ),1,0.0,99.97,False
DA ANG,1,0.0,99.97,False
CANG PV.GAS - HCM,1,0.0,99.97,False
P0 VA QUAY LAI X46,1,0.0,99.97,False
CẢNG TNĐ GIA ĐỨC,1,0.0,99.97,False
CANG CUA LO (N.A),1,0.0,99.97,False
CTY VOPAK VN - DN,1,0.0,99.97,False
NMDT NOSCO,1,0.0,99.98,False
TNĐ HOA DONG,1,0.0,99.98,False
DEIN CONG,1,0.0,99.98,False
QUANG NINH (TNĐ SỐ 2),1,0.0,99.98,False
SP-SSA(SSIT),1,0.0,99.98,False
TNĐ VIET Y,1,0.0,99.98,False
BEN JIEN,1,0.0,99.98,False
HUYVAN,1,0.0,99.98,False
HAI NAM - TND THUY NGUYEN HP,1,0.0,99.98,False
HONG THAI,1,0.0,99.98,False
FINLAND,1,0.0,99.98,False
CHÌNON,1,0.0,99.98,False
CHÂN MÂY - HUẾ,1,0.0,99.98,False
THAN HOA,1,0.0,99.98,False
GIA VDUC,1,0.0,99.98,False
DQUAT-BEN PHAO,1,0.0,99.98,False
CHAN  MAY,1,0.0,99.98,False
DUNG QUAT-B.SO 1,1,0.0,99.98,False
BELGIUM,1,0.0,99.98,False
CANG LONG AN - TAY NINH,1,0.0,99.98,False
CANG THANH TAI,1,0.0,99.99,False
DAK LAK,1,0.0,99.99,False
HON KHOAI,1,0.0,99.99,False
NHÀ MÁY ĐÓNG TÀU HOÀNG GIA,1,0.0,99.99,False
XD MONG DUONG (QN),1,0.0,99.99,False
CẢNG 128,1,0.0,99.99,False
HUY VNA,1,0.0,99.99,False
TND TRUNG HAI,1,0.0,99.99,False
CANG HAI THINH,1,0.0,99.99,False
KN BACH DANG VA NGUOC LAI,1,0.0,99.99,False
LY SON,1,0.0,99.99,False
NEW ZEALAND,1,0.0,99.99,False
HOA,1,0.0,99.99,False
XANG DAU NHA BE,1,0.0,99.99,False
LA-USA,1,0.0,99.99,False
TÂY NINH,1,0.0,99.99,False
"CUA ONG, QUANG NINH",1,0.0,99.99,False
USA-LOS.ANGELES,1,0.0,99.99,False
"CAM PHA, QUANG NINH",1,0.0,99.99,False
HUY VĂN (BẾN HH H.D),1,0.0,99.99,False
TONG CTY DAU VN (PVOIL NB-HCM),1,0.0,99.99,False
CANG VUNG ANG (HA TINH),1,0.0,100.0,False
CANG QTE THI VAI,1,0.0,100.0,False
CANG QT SP-SSA (SSIT),1,0.0,100.0,False
GUATEMALA,1,0.0,100.0,False
NINH BỊNH,1,0.0,100.0,False
QUNAG NINH,1,0.0,100.0,False
CANG NGHI SON (THANH HOA),1,0.0,100.0,False
CAIMEP TCIT,1,0.0,100.0,False
ITALY,1,0.0,100.0,False
TND HC MONG DUONG II,1,0.0,100.0,False
XINSHA - CHINA,1,0.0,100.0,False
